run,type,problemsize,subproblemsize,threads,apptime,comptime,tasks
1735,void,2048,256,18,1.053952,0.882874,204
1736,void,2048,192,12,0.853245,0.681908,385
1737,oot,2048,256,3,2.529910,2.358266,204
1738,tikki,2048,128,9,1.078804,0.908104,1496
1739,printf,2048,192,6,1.237262,1.066290,385
174,oot,2048,256,13,1.110249,0.939897,204
1740,scorep,2048,256,15,1.078980,0.906389,204
1741,printf,2048,192,17,0.729832,0.558637,385
1742,tikki,2048,64,17,0.694621,0.523693,11440
1743,printf,2048,192,2,2.874662,2.702881,385
1744,void,2048,256,7,1.482106,1.310990,204
1745,tikki,2048,128,15,0.789569,0.617889,1496
1746,tikki,2048,64,10,1.008861,0.837557,11440
1747,scorep,2048,192,7,1.125293,0.953675,385
1748,void,2048,128,18,0.669544,0.486220,1496
1749,void,2048,128,9,1.041957,0.870150,1496
175,tikki,2048,256,13,1.167209,0.995880,204
1750,oot,2048,256,13,1.122496,0.951358,204
1751,empty,2048,256,5,1.770270,1.599929,204
1752,printf,2048,128,7,1.243051,1.071450,1496
1753,extrae,2048,64,14,0.809006,0.638969,11440
1754,empty,2048,64,8,1.176578,0.949901,11440
1755,void,2048,128,2,3.399650,3.228424,1496
1756,void,2048,64,8,1.124339,0.954393,11440
1757,oot,2048,64,11,0.895235,0.724799,11440
1758,tikki,2048,128,19,0.680501,0.509495,1496
1759,extrae,2048,192,18,0.754685,0.584343,385
176,empty,2048,64,1,6.810460,6.639613,11440
1760,oot,2048,192,1,5.452598,5.281824,385
1761,extrae,2048,192,15,0.801997,0.632159,385
1762,tikki,2048,64,13,0.832097,0.661175,11440
1763,printf,2048,128,6,1.378814,1.206245,1496
1764,oot,2048,192,20,0.689672,0.518022,385
1765,tikki,2048,128,12,0.902391,0.731194,1496
1766,printf,2048,64,15,0.714936,0.544031,11440
1767,void,2048,192,6,1.235214,1.064675,385
1768,empty,2048,64,3,2.457172,2.285132,11440
1769,scorep,2048,128,11,0.925836,0.742326,1496
177,printf,2048,128,13,0.817508,0.646636,1496
1770,printf,2048,192,5,1.367318,1.195566,385
1771,scorep,2048,128,7,1.237131,1.065510,1496
1772,oot,2048,128,12,0.868175,0.686128,1496
1773,printf,2048,192,11,0.885699,0.714806,385
1774,scorep,2048,128,13,0.817259,0.646338,1496
1775,scorep,2048,192,5,1.368593,1.196375,385
1776,scorep,2048,64,12,0.849477,0.678018,11440
1777,oot,2048,192,3,1.993517,1.822589,385
1778,empty,2048,192,17,0.710115,0.539738,385
1779,printf,2048,64,19,0.610181,0.439594,11440
178,tikki,2048,64,7,1.286492,1.115682,11440
1780,oot,2048,192,14,0.779133,0.608156,385
