run,type,problemsize,subproblemsize,threads,apptime,comptime,tasks
4291,printf,10000,2000,10,1.104828,0.624736,250
4292,empty,10000,250,7,1.196287,0.714527,16000
4293,scorep,10000,1000,6,1.290316,0.819482,1000
4294,scorep,10000,500,2,2.803151,2.323966,4000
4295,extrae,10000,1000,11,1.027515,0.557216,1000
4296,oot,10000,500,3,1.970402,1.490559,4000
4297,tikki,10000,2000,8,1.242259,0.761419,250
4298,void,10000,1000,14,0.903227,0.422604,1000
4299,printf,10000,2000,9,1.160966,0.680358,250
43,oot,10000,250,13,0.905121,0.426328,16000
430,printf,10000,2000,9,1.151340,0.674639,250
4300,void,10000,2000,3,2.078730,1.599864,250
4301,empty,10000,2000,19,1.043200,0.564871,250
4302,oot,10000,250,4,1.611083,1.131671,16000
4303,extrae,10000,250,14,0.954655,0.480825,16000
4304,scorep,10000,1000,17,0.856337,0.386428,1000
4305,oot,10000,1000,10,1.030401,0.551688,1000
4306,oot,10000,250,9,1.057428,0.577385,16000
4307,empty,10000,1000,9,1.075361,0.596368,1000
4308,empty,10000,250,5,1.434341,0.954387,16000
4309,empty,10000,250,11,0.970093,0.488826,16000
431,void,10000,2000,9,1.151856,0.674520,250
4310,empty,10000,500,3,1.990404,1.513066,4000
4311,oot,10000,2000,6,1.359268,0.878837,250
4312,oot,10000,500,1,5.601664,5.123283,4000
4313,printf,10000,2000,6,1.345475,0.865548,250
4314,printf,10000,1000,6,1.296046,0.814628,1000
4315,printf,10000,500,17,0.845677,0.365437,4000
4316,void,10000,250,19,0.827925,0.348484,16000
4317,void,10000,250,11,0.966545,0.486787,16000
4318,printf,10000,1000,15,0.879877,0.401986,1000
4319,void,10000,2000,2,2.703720,2.226377,250
432,void,10000,500,3,1.986541,1.507633,4000
4320,printf,10000,250,11,0.973979,0.496659,16000
4321,void,10000,1000,3,2.036830,1.558118,1000
4322,tikki,10000,500,16,0.886108,0.410148,4000
4323,extrae,10000,250,10,1.082339,0.611661,16000
4324,scorep,10000,500,12,0.925487,0.455367,4000
4325,oot,10000,500,7,1.183389,0.705423,4000
4326,oot,10000,500,5,1.397304,0.918495,4000
4327,printf,10000,2000,4,1.624957,1.144433,250
4328,extrae,10000,2000,17,1.099496,0.628526,250
4329,printf,10000,250,7,1.197513,0.719238,16000
433,extrae,10000,250,19,0.903290,0.433552,16000
4330,void,10000,250,9,1.067263,0.586077,16000
4331,printf,10000,500,1,5.601099,5.114895,4000
4332,printf,10000,500,7,1.191127,0.709727,4000
4333,empty,10000,1000,6,1.293027,0.811499,1000
4334,empty,10000,250,12,0.934169,0.455302,16000
4335,extrae,10000,500,17,0.909727,0.439841,4000
4336,extrae,10000,1000,9,1.104808,0.633673,1000
4337,tikki,10000,1000,9,1.118298,0.638212,1000
4338,printf,10000,2000,11,1.107617,0.627205,250
4339,void,10000,250,7,1.187961,0.711279,16000
434,extrae,10000,2000,9,1.183011,0.714548,250
4340,empty,10000,2000,5,1.477932,0.998881,250
4341,oot,10000,1000,8,1.134500,0.656159,1000
4342,oot,10000,2000,17,1.036370,0.556059,250
4343,tikki,10000,1000,18,0.902827,0.426420,1000
4344,printf,10000,250,4,1.622818,1.143577,16000
4345,printf,10000,1000,20,0.860178,0.381035,1000
4346,void,10000,2000,4,1.662519,1.184390,250
