run,type,problemsize,subproblemsize,threads,apptime,comptime,tasks
2143,void,10000,500,14,1.109919,0.564285,4000
2144,printf,10000,500,11,1.104888,0.558376,4000
2145,scorep,10000,2000,10,1.194847,0.646064,250
2146,scorep,10000,250,21,1.114033,0.567351,16000
2147,void,10000,2000,9,1.199393,0.650279,250
2148,empty,10000,250,14,1.114371,0.567395,16000
2149,scorep,10000,500,21,1.116116,0.562798,4000
215,scorep,10000,1000,23,1.131247,0.589688,1000
2150,tikki,10000,250,23,1.161016,0.610062,16000
2151,printf,10000,2000,6,1.412295,0.861763,250
2152,scorep,10000,250,1,4.844620,4.293670,16000
2153,oot,10000,500,23,1.101286,0.560054,4000
2154,tikki,10000,500,3,2.168549,1.619445,4000
2155,extrae,10000,1000,19,1.185153,0.640020,1000
2156,empty,10000,500,20,1.116928,0.570899,4000
2157,tikki,10000,1000,11,1.171718,0.620660,1000
2158,extrae,10000,1000,13,1.155512,0.610483,1000
2159,scorep,10000,500,22,1.116770,0.567230,4000
216,oot,10000,250,16,1.118250,0.570150,16000
2160,scorep,10000,2000,20,1.256420,0.704034,250
2161,oot,10000,500,10,1.121957,0.576312,4000
2162,oot,10000,2000,1,4.833620,4.281710,250
2163,printf,10000,2000,4,1.701716,1.157198,250
2164,scorep,10000,1000,17,1.122383,0.575922,1000
2165,printf,10000,1000,10,1.121489,0.575604,1000
2166,extrae,10000,1000,17,1.177601,0.632180,1000
2167,extrae,10000,2000,16,1.261174,0.717002,250
2168,void,10000,250,17,1.109455,0.564264,16000
2169,extrae,10000,250,7,1.318406,0.773053,16000
217,empty,10000,2000,13,1.190715,0.643317,250
2170,scorep,10000,250,22,1.119745,0.569801,16000
2171,printf,10000,1000,19,1.129485,0.580211,1000
2172,tikki,10000,250,2,2.954112,2.405478,16000
2173,tikki,10000,1000,8,1.222982,0.676267,1000
2174,empty,10000,2000,14,1.202170,0.655373,250
2175,extrae,10000,2000,6,1.413067,0.866048,250
2176,empty,10000,2000,16,1.205357,0.660084,250
2177,printf,10000,2000,22,1.246781,0.705618,250
2178,extrae,10000,1000,21,1.195187,0.651703,1000
2179,tikki,10000,250,13,1.144698,0.603131,16000
218,void,10000,2000,20,1.242780,0.698465,250
2180,tikki,10000,250,22,1.165595,0.618966,16000
2181,empty,10000,250,17,1.118584,0.564144,16000
2182,tikki,10000,500,19,1.146571,0.601796,4000
2183,printf,10000,2000,13,1.187730,0.643078,250
2184,tikki,10000,250,16,1.157636,0.615149,16000
2185,printf,10000,1000,6,1.363913,0.815881,1000
2186,printf,10000,250,1,4.837772,4.292172,16000
2187,scorep,10000,500,12,1.115026,0.575255,4000
2188,void,10000,250,15,1.107992,0.562043,16000
2189,printf,10000,500,14,1.112992,0.566740,4000
219,tikki,10000,250,4,1.772321,1.228369,16000
2190,printf,10000,250,5,1.487132,0.942450,16000
2191,oot,10000,2000,20,1.242931,0.697630,250
2192,oot,10000,1000,14,1.113767,0.572089,1000
2193,void,10000,250,4,1.680681,1.130530,16000
2194,printf,10000,1000,16,1.117492,0.570735,1000
2195,scorep,10000,1000,15,1.118731,0.571196,1000
2196,extrae,10000,250,2,3.137586,2.590212,16000
2197,tikki,10000,2000,15,1.262675,0.714397,250
2198,printf,10000,250,2,2.870256,2.327784,16000
2199,void,10000,2000,22,1.258204,0.706290,250
22,tikki,10000,1000,1,5.626287,5.079178,1000
220,void,10000,1000,15,1.124954,0.570168,1000
2200,empty,10000,500,14,1.106601,0.563617,4000
2201,void,10000,1000,23,1.135853,0.585976,1000
2202,oot,10000,2000,11,1.186245,0.640687,250
2203,extrae,10000,500,8,1.213530,0.670671,4000
2204,oot,10000,1000,16,1.123955,0.574652,1000
2205,tikki,10000,2000,16,1.264456,0.715076,250
2206,scorep,10000,1000,20,1.132221,0.583190,1000
2207,tikki,10000,1000,1,5.648738,5.101566,1000
2208,void,10000,250,22,1.104861,0.566512,16000
2209,tikki,10000,500,23,1.157446,0.608226,4000
221,printf,10000,1000,12,1.118029,0.571322,1000
2210,scorep,10000,250,15,1.110633,0.559652,16000
2211,extrae,10000,250,8,1.249374,0.702414,16000
2212,oot,10000,500,8,1.190796,0.643217,4000
2213,scorep,10000,500,23,1.117513,0.565187,4000
2214,oot,10000,500,12,1.128303,0.571918,4000
